date,name,start_time,end_time
2025-01-20,Sam Foster,24503,28557
2025-01-07,Shawn Kim,21433,25076
2025-01-09,Reese Edwards,20896,23307
2025-01-11,Riley Thompson,12669,20095
2025-01-27,Hayden Adams,14497,22075
2025-01-17,Kai Hughes,15990,21409
2025-01-21,Micah Baker,12588,19147
2025-01-29,Jamie Martinez,16187,21931
2025-01-23,Harper Baker,17655,23102
2025-01-25,Payton Lewis,,2535
2025-01-12,Payton Baker,16941,24145
2025-01-27,Hayden Diaz,26493,35272
2025-01-10,Emerson Johnson,15307,21898
2025-01-07,Sam Garcia,15041,20366
2025-01-06,Elliot Campbell,12833,17251
2025-01-27,Logan Campbell,14374,15841
2025-01-08,Elliot Lewis,18358,23308
2025-01-18,Riley Thompson,22597,24660
2025-01-29,Riley Thompson,13200,21795
2025-01-10,Hayden Adams,22216,30306
2025-01-03,Cameron Hughes,85193,
2025-01-30,Kendall Johnson,16675,20133
2025-01-12,Reese Garcia,14540,22970
2025-01-16,Kai Hughes,14518,18195
2025-01-17,Hayden Ingram,16494,24003
2025-01-16,Casey Nguyen,13057,19125
2025-01-13,Drew Foster,35437,40309
2025-01-17,Shawn Ingram,26326,35271
2025-01-24,Kai Diaz,13847,17716
2025-01-31,Jesse Diaz,17417,18580
2025-01-07,Rowan Edwards,23725,27288
2025-01-03,Finley Edwards,13106,18094
2025-01-01,Jamie Martinez,19509,24688
2025-01-16,Kendall Johnson,18281,26450
2025-01-24,Cameron Hughes,35197,38731
2025-01-10,Kai Campbell,19764,24079
2025-01-30,Cameron Hughes,15045,20730
2025-01-02,Sam Diaz,24245,29028
2025-01-11,Parker Edwards,13802,15152
2025-01-19,Bailey Hughes,21151,21873
2025-01-15,Sage Garcia,18753,25971
2025-01-26,Logan Campbell,26829,29179
2025-01-24,Quinn Campbell,20345,28065
2025-01-04,Kai Johnson,17069,24572
2025-01-13,Payton Adams,25967,27069
2025-01-04,Alex Lewis,23552,28072
2025-01-21,Quinn Baker,22174,31171
2025-01-28,Cameron Ingram,15775,22849
2025-01-07,Hayden Garcia,14791,20679
2025-01-20,Sam Diaz,21060,25547
2025-01-01,Parker Adams,14197,22709
2025-01-10,Skyler Baker,15600,23525
2025-01-05,Sage Lewis,15734,16500
2025-01-13,Emerson Johnson,30261,32131
2025-01-21,Cameron Adams,15811,17358
2025-01-25,Casey Nguyen,65520,71460
2025-01-27,Elliot Adams,26407,28040
2025-01-09,Cameron Baker,15814,23542
2025-01-18,Reese Baker,13923,16769
2025-01-13,Micah Lewis,28289,35424
2025-01-28,Elliot Ingram,14323,15414
2025-01-17,Harper Diaz,26429,29471
2025-01-13,Jesse Campbell,29524,34992
2025-01-15,Jesse Foster,18188,26656
2025-01-22,Finley Baker,16339,18242
2025-01-19,Sage Adams,15535,17890
2025-01-09,Logan Diaz,26166,32864
2025-01-23,Kai Hughes,21977,29548
2025-01-15,Kai Diaz,15450,18446
2025-01-09,Bailey Johnson,25410,29208
2025-01-30,Sage Baker,14453,21569
2025-01-15,Finley Baker,13465,15833
2025-01-14,Riley Thompson,14272,23171
2025-01-28,Kai Hughes,27056,35027
2025-01-09,Avery Chen,26198,34548
2025-01-30,Avery Chen,21606,26053
2025-01-05,Quinn Garcia,21229,22178
2025-01-05,Rowan Ingram,,2380
2025-01-08,Drew Edwards,20011,27990
2025-01-10,Micah Johnson,14105,16159
2025-01-30,Sage Lewis,25395,32281
2025-01-14,Quinn Baker,24789,33619
2025-01-15,Harper Ingram,27165,32955
2025-01-02,Rowan Ingram,23126,23986
2025-01-22,Skyler Baker,31419,36222
2025-01-19,Bailey Edwards,15140,16814
2025-01-06,Quinn Garcia,27590,30989
2025-01-03,Kai Campbell,14893,21056
2025-01-01,Hayden Campbell,20386,28678
2025-01-11,Kai Baker,13032,14650
2025-01-08,Micah Adams,14023,17539
2025-01-09,Hayden Adams,13372,14627
2025-01-16,Quinn Foster,14309,16058
2025-01-04,Parker Adams,14551,19214
2025-01-26,Parker Garcia,80230,
2025-01-13,Parker Adams,14396,22498
2025-01-13,Elliot Ingram,17559,19612
2025-01-22,Casey Nguyen,17129,19684
2025-01-01,Elliot Campbell,15145,16562
2025-01-13,Reese Adams,35644,39662
2025-01-05,Elliot Ingram,14089,16267
2025-01-15,Jesse Edwards,18051,23550
2025-01-14,Harper Baker,25001,29535
2025-01-05,Payton Ingram,20319,23651
2025-01-15,Quinn Edwards,26659,27547
2025-01-29,Logan Campbell,20783,24002
2025-01-30,Jesse Edwards,21618,27589
2025-01-07,Kai Diaz,20026,25708
2025-01-09,Shawn Kim,,7879
2025-01-03,Logan Campbell,12617,20709
2025-01-27,Hayden Campbell,13508,22390
2025-01-12,Jesse Kim,15202,17669
2025-01-17,Emerson Kim,18234,27072
2025-01-05,Hayden Diaz,17904,22520
2025-01-02,Sam Adams,27739,31417
2025-01-28,Jamie Martinez,65760,71280
2025-01-30,Elliot Campbell,14269,20674
2025-01-17,Reese Garcia,12974,15872
2025-01-31,Reese Baker,13852,16936
2025-01-24,Sage Lewis,28719,30945
2025-01-23,Reese Garcia,16299,25048
2025-01-27,Jesse Edwards,14120,22837
2025-01-20,Micah Edwards,16477,19479
2025-01-20,Bailey Foster,15193,24009
2025-01-15,Micah Kim,22713,31180
2025-01-15,Hayden Garcia,28548,32709
2025-01-19,Drew Edwards,27692,30506
2025-01-14,Hayden Garcia,17267,19405
2025-01-09,Bailey Edwards,11762,13578
2025-01-05,Cameron Ingram,22497,26957
2025-01-08,Alex Campbell,,5768
2025-01-04,Shawn Ingram,22518,28983
2025-01-21,Kai Hughes,15547,19226
2025-01-16,Elliot Ingram,21261,25069
2025-01-18,Skyler Campbell,32777,37250
2025-01-17,Shawn Johnson,12498,18075
2025-01-29,Skyler Baker,17276,20967
2025-01-27,Elliot Garcia,17995,19211
2025-01-13,Cameron Baker,23868,31372
2025-01-29,Drew Ingram,16029,17446
2025-01-12,Micah Kim,31977,37876
2025-01-02,Kai Johnson,15206,21430
2025-01-06,Logan Garcia,15512,19031
2025-01-20,Rowan Edwards,20174,21886
2025-01-08,Jesse Kim,14297,19186
2025-01-24,Sam Foster,21355,29907
2025-01-20,Emerson Foster,30271,34340
2025-01-11,Drew Ingram,14442,18760
2025-01-05,Finley Hughes,14374,18576
2025-01-23,Cameron Ingram,13046,18685
2025-01-13,Payton Ingram,78426,
2025-01-09,Jesse Foster,24654,27294
2025-01-30,Elliot Lewis,12845,19374
2025-01-03,Rowan Edwards,13779,20378
2025-01-24,Payton Ingram,16992,17851
2025-01-18,Casey Nguyen,21845,28109
2025-01-16,Hayden Foster,20039,26520
2025-01-18,Cameron Baker,18581,21025
2025-01-15,Jamie Martinez,24310,26318
2025-01-31,Jamie Martinez,25641,27005
2025-01-13,Shawn Edwards,15091,19085
2025-01-13,Drew Foster,28084,32174
2025-01-06,Elliot Campbell,20010,20922
2025-01-12,Micah Lewis,29494,31804
2025-01-16,Jamie Martinez,19243,26826
2025-01-20,Cameron Hughes,20655,24342
2025-01-07,Alex Hughes,15853,22628
2025-01-24,Parker Garcia,19592,21207
2025-01-23,Emerson Johnson,22126,28676
2025-01-28,Casey Nguyen,13738,15920
2025-01-20,Bailey Campbell,23046,24232
2025-01-22,Sam Diaz,14546,22843
2025-01-21,Jesse Hughes,16727,18920
2025-01-02,Harper Lewis,12598,20622
2025-01-23,Kai Kim,22253,29032
2025-01-18,Jesse Hughes,16567,22585
2025-01-17,Jesse Kim,16824,22137
2025-01-30,Quinn Campbell,14091,19364
2025-01-30,Finley Hughes,16217,19438
2025-01-19,Sam Foster,21675,26204
2025-01-16,Elliot Lewis,16259,24383
2025-01-04,Skyler Campbell,12646,19509
2025-01-24,Bailey Edwards,29562,38104
2025-01-22,Reese Adams,12181,12938
2025-01-22,Sam Adams,14482,15325
2025-01-06,Shawn Lewis,16869,19936
2025-01-07,Hayden Foster,23708,28017
2025-01-30,Bailey Foster,22136,28487
2025-01-04,Sage Baker,17622,24440
2025-01-13,Parker Edwards,19889,21445
2025-01-21,Micah Edwards,15381,17529
2025-01-15,Bailey Johnson,23311,27351
2025-01-30,Shawn Edwards,23782,24522
2025-01-22,Shawn Ingram,23390,29284
2025-01-11,Jesse Hughes,31246,36119
2025-01-29,Logan Campbell,16609,19240
2025-01-23,Rowan Ingram,16683,17981
2025-01-19,Riley Thompson,12581,18331
2025-01-31,Elliot Ingram,22924,27868
2025-01-19,Logan Campbell,14827,20710
2025-01-02,Shawn Edwards,14904,19910
2025-01-23,Harper Ingram,23013,30148
2025-01-14,Emerson Kim,13326,20787
2025-01-19,Jesse Diaz,15312,19317
2025-01-24,Emerson Foster,13586,19673
2025-01-30,Quinn Lewis,16063,22893
2025-01-19,Parker Garcia,30200,32834
2025-01-09,Emerson Johnson,38993,42715
2025-01-09,Sage Baker,22345,26167
2025-01-14,Harper Ingram,15100,19826
2025-01-17,Sam Adams,17896,18800
2025-01-06,Alex Campbell,15431,20634
2025-01-24,Cameron Hughes,25009,32923
2025-01-27,Emerson Johnson,85022,
2025-01-26,Sam Foster,15345,16660
2025-01-15,Finley Edwards,23730,27059
2025-01-06,Reese Foster,13711,17196
2025-01-01,Riley Thompson,23820,31908
2025-01-17,Elliot Kim,16353,23540
2025-01-04,Sam Adams,13676,15580
2025-01-16,Jesse Hughes,19764,26562
2025-01-22,Micah Edwards,27085,27965
2025-01-17,Quinn Campbell,23401,29631
2025-01-28,Micah Edwards,14631,15797
2025-01-27,Alex Campbell,25257,31887
2025-01-27,Sam Diaz,14875,19283
2025-01-23,Emerson Adams,13500,17406
2025-01-21,Quinn Campbell,15349,16880
2025-01-29,Drew Lewis,14842,17677
2025-01-05,Quinn Campbell,14857,16676
2025-01-28,Shawn Ingram,15067,23869
2025-01-29,Shawn Edwards,15954,19831
2025-01-19,Micah Johnson,16939,17894
2025-01-17,Jesse Campbell,18247,20538
2025-01-08,Micah Baker,22553,29662
2025-01-18,Quinn Garcia,11820,20679
2025-01-28,Logan Campbell,17540,18655
2025-01-30,Jamie Martinez,26833,30283
2025-01-04,Drew Ingram,17168,24958
2025-01-03,Dakota Adams,22694,24049
2025-01-25,Shawn Edwards,11266,12450
2025-01-03,Alex Diaz,19519,26461
2025-01-31,Harper Diaz,13875,20516
2025-01-13,Drew Lewis,22832,30842
2025-01-02,Quinn Lewis,15373,21426
2025-01-31,Bailey Campbell,13031,14697
2025-01-14,Cameron Adams,18602,23816
2025-01-05,Rowan Garcia,19156,23759
2025-01-07,Rowan Garcia,16345,21350
2025-01-29,Morgan Rivera,16989,17900
2025-01-13,Finley Edwards,16964,24808
2025-01-10,Elliot Garcia,19824,27640
2025-01-09,Bailey Johnson,,8618
2025-01-17,Logan Diaz,,2757
2025-01-24,Finley Hughes,20471,24591
2025-01-20,Sam Foster,17231,20775
2025-01-19,Quinn Lewis,23945,27290
2025-01-07,Reese Baker,21139,27064
2025-01-04,Emerson Ingram,22435,31012
2025-01-11,Harper Garcia,15008,23652
2025-01-02,Quinn Edwards,29804,33081
2025-01-20,Rowan Edwards,14119,16690
2025-01-05,Drew Lewis,24727,32368
2025-01-11,Reese Baker,24487,31710
2025-01-01,Jesse Foster,15214,19955
2025-01-15,Hayden Campbell,18883,25433
2025-01-10,Finley Hughes,23495,28230
2025-01-01,Bailey Garcia,24716,32627
2025-01-28,Sam Diaz,13660,21191
2025-01-08,Skyler Baker,16431,24286
2025-01-07,Riley Thompson,13116,19276
2025-01-24,Drew Edwards,15414,22566
2025-01-06,Harper Ingram,19064,24002
2025-01-25,Avery Chen,13383,21520
2025-01-01,Harper Lewis,13399,18112
2025-01-04,Payton Adams,12938,20583
2025-01-07,Jesse Hughes,26698,27920
2025-01-26,Sage Garcia,23106,28473
2025-01-20,Jamie Martinez,17497,20487
2025-01-14,Emerson Kim,24767,29156
2025-01-17,Bailey Hughes,18668,24525
2025-01-06,Micah Johnson,28509,30934
2025-01-05,Emerson Adams,23197,26836
2025-01-03,Alex Campbell,13742,21064
2025-01-28,Morgan Rivera,15861,23620
2025-01-29,Alex Diaz,,7214
2025-01-26,Skyler Edwards,14292,15455
2025-01-19,Sage Lewis,17579,24088
2025-01-10,Cameron Garcia,22032,28392
2025-01-28,Parker Adams,15021,17670
2025-01-04,Alex Lewis,14024,20578
2025-01-11,Kai Johnson,18012,21583
2025-01-17,Bailey Johnson,24725,28823
2025-01-29,Cameron Hughes,14645,21357
2025-01-23,Hayden Diaz,14892,16397
2025-01-07,Jesse Foster,25639,34153
2025-01-01,Emerson Adams,28789,36011
2025-01-21,Carol Williams,17240,18432
2025-01-27,Kendall Baker,35855,42133
2025-01-05,Shawn Lewis,14216,16722
2025-01-16,Logan Campbell,17864,23050
2025-01-10,Shawn Ingram,17937,23758
2025-01-14,Jamie Martinez,18452,22863
2025-01-17,Cameron Baker,11667,12576
2025-01-26,Harper Baker,16862,24463
2025-01-04,Reese Garcia,12558,16144
2025-01-21,Emerson Ingram,,6324
2025-01-24,Kendall Johnson,15215,19895
2025-01-11,Drew Edwards,16765,24836
2025-01-07,Kai Johnson,15796,19598
2025-01-09,Taylor Brooks,16424,24907
2025-01-26,Bailey Adams,25487,27429
2025-01-11,Riley Thompson,22736,24245
2025-01-27,Jesse Hughes,26900,35268
2025-01-10,Quinn Edwards,28625,36416
2025-01-06,Hayden Ingram,28703,32608
2025-01-15,Sage Adams,22701,23966
2025-01-28,Hayden Campbell,16506,21065
2025-01-25,Parker Adams,27317,32725
2025-01-27,Carol Williams,15904,24433
2025-01-22,Sage Lewis,15977,20191
2025-01-13,Alex Lewis,21326,27870
2025-01-25,Alex Diaz,16535,17701
2025-01-30,Micah Kim,17072,19030
2025-01-11,Skyler Edwards,16521,20574
2025-01-30,Drew Lewis,22961,28872
2025-01-23,Elliot Campbell,17603,23548
2025-01-13,Shawn Edwards,20432,23290
2025-01-04,Jesse Foster,14236,15473
2025-01-27,Logan Diaz,17200,25729
2025-01-14,Shawn Edwards,13612,16369
2025-01-31,Sage Foster,12729,15388
2025-01-25,Sam Foster,17126,18155
2025-01-08,Harper Lewis,12489,19062
2025-01-31,Micah Edwards,24069,29801
2025-01-13,Cameron Hughes,18706,25646
2025-01-15,Harper Lewis,23748,28629
2025-01-20,Elliot Lewis,19333,23512
2025-01-05,Kai Campbell,16267,18258
2025-01-03,Payton Baker,13420,21888
2025-01-05,Hayden Campbell,13692,22043
2025-01-08,Skyler Foster,16978,22065
2025-01-21,Micah Adams,29171,36308
2025-01-23,Kai Johnson,14391,18068
2025-01-30,Logan Garcia,17726,25665
2025-01-26,Cameron Hughes,14559,19165
2025-01-25,Kai Hughes,26333,28350
2025-01-11,Finley Edwards,16189,24523
2025-01-01,Quinn Edwards,25501,26963
2025-01-01,Jordan Patel,15190,21893
2025-01-16,Jesse Foster,18383,20712
2025-01-28,Quinn Baker,15261,21781
2025-01-24,Drew Ingram,15110,19914
2025-01-13,Cameron Ingram,17983,22555
2025-01-08,Micah Lewis,16553,22625
2025-01-29,Quinn Baker,15442,22690
2025-01-06,Parker Adams,23381,31699
2025-01-20,Alex Campbell,12635,15862
2025-01-13,Elliot Lewis,19195,20610
2025-01-15,Logan Garcia,13585,16489
2025-01-02,Avery Chen,16421,22460
2025-01-10,Sam Adams,15128,16762
2025-01-05,Alex Campbell,16677,21201
2025-01-07,Carol Williams,20713,23397
2025-01-17,Kai Campbell,15086,22275
2025-01-28,Shawn Lewis,31074,37896
2025-01-26,Emerson Adams,17476,19823
2025-01-25,Drew Lewis,78445,
2025-01-23,Reese Edwards,23303,28725
2025-01-13,Hayden Diaz,17970,24396
2025-01-02,Avery Chen,25701,32802
2025-01-09,Kendall Baker,16047,16862
2025-01-29,Hayden Foster,15588,17705
2025-01-21,Bailey Foster,15181,22730
2025-01-05,Alex Diaz,16019,17023
2025-01-26,Taylor Brooks,12076,13102
2025-01-17,Quinn Edwards,20802,26885
2025-01-22,Payton Baker,13906,21190
2025-01-07,Finley Hughes,15570,21136
2025-01-17,Bailey Garcia,14641,23228
2025-01-20,Micah Adams,32487,34631
2025-01-26,Emerson Kim,28832,36576
2025-01-03,Sage Baker,15216,17222
2025-01-17,Emerson Johnson,15610,24123
2025-01-16,Alex Campbell,20739,21624
2025-01-03,Logan Garcia,17304,20779
2025-01-31,Cameron Garcia,20908,27114
2025-01-07,Logan Campbell,14686,18913
2025-01-13,Sage Baker,17731,26286
2025-01-21,Avery Chen,17830,25192
2025-01-11,Bailey Campbell,11917,12725
2025-01-15,Elliot Kim,83637,
2025-01-13,Elliot Adams,13005,14686
2025-01-29,Jordan Patel,15746,18931
2025-01-17,Drew Edwards,24351,28292
2025-01-25,Elliot Campbell,11722,15673
2025-01-28,Payton Ingram,16262,17917
2025-01-31,Micah Baker,17411,18926
2025-01-03,Skyler Baker,15139,23701
2025-01-23,Parker Edwards,14428,17315
2025-01-09,Logan Campbell,,1284
2025-01-07,Bailey Hughes,15061,23214
2025-01-29,Drew Diaz,24573,25933
2025-01-05,Hayden Diaz,24784,31308
2025-01-21,Rowan Ingram,16570,19219
2025-01-22,Logan Campbell,12856,17709
2025-01-29,Payton Adams,16599,22139
2025-01-16,Bailey Campbell,31568,39991
2025-01-14,Sage Foster,22310,23770
2025-01-27,Payton Lewis,16128,18047
2025-01-18,Rowan Ingram,15437,17634
2025-01-16,Logan Garcia,31796,35137
2025-01-17,Logan Diaz,17653,24075
2025-01-27,Drew Foster,22393,29772
2025-01-14,Parker Garcia,23837,31953
2025-01-26,Kai Diaz,20252,28243
2025-01-18,Drew Ingram,15851,16765
2025-01-23,Bailey Campbell,29149,36102
2025-01-17,Shawn Kim,15344,20405
2025-01-26,Quinn Foster,16877,24217
2025-01-04,Bailey Edwards,25665,31150
2025-01-06,Reese Garcia,21702,25109
2025-01-22,Harper Garcia,15618,17415
2025-01-03,Bailey Campbell,16053,20682
2025-01-30,Elliot Adams,11871,20714
2025-01-11,Shawn Ingram,13840,19382
2025-01-23,Cameron Adams,13153,17008
2025-01-14,Kai Baker,24613,32949
2025-01-25,Hayden Campbell,13351,20090
2025-01-23,Reese Foster,15794,16561
2025-01-04,Alex Diaz,15981,21277
2025-01-15,Hayden Diaz,20173,23840
2025-01-27,Cameron Ingram,13422,20406
2025-01-13,Hayden Foster,26383,31135
2025-01-27,Reese Edwards,,3683
2025-01-22,Micah Lewis,85029,
2025-01-17,Cameron Garcia,14806,21141
2025-01-03,Logan Garcia,21676,26964
2025-01-26,Drew Edwards,14072,18220
2025-01-15,Jordan Patel,13191,20218
2025-01-12,Jamie Martinez,28692,31785
2025-01-04,Emerson Kim,12379,15413
2025-01-08,Payton Ingram,15848,21250
2025-01-21,Alex Lewis,28758,33705
2025-01-17,Avery Chen,15893,21791
2025-01-19,Kendall Johnson,22626,26094
2025-01-20,Hayden Foster,15646,17424
2025-01-03,Hayden Foster,12209,16157
2025-01-25,Jesse Foster,23287,29112
2025-01-18,Micah Adams,17990,19743
2025-01-31,Micah Lewis,24206,32990
2025-01-26,Reese Edwards,80243,
2025-01-10,Parker Garcia,14972,15762
2025-01-24,Drew Diaz,15624,19614
2025-01-22,Cameron Hughes,19930,28594
2025-01-22,Jesse Foster,14934,18926
2025-01-28,Logan Campbell,19378,20839
2025-01-05,Alex Diaz,26844,30183
2025-01-24,Harper Diaz,13485,22049
2025-01-12,Kai Baker,14443,15844
2025-01-19,Cameron Hughes,14035,20634
2025-01-19,Reese Baker,32170,38047
2025-01-13,Logan Hughes,17416,21257
2025-01-10,Sage Foster,17005,24789
2025-01-10,Jesse Kim,20880,25109
2025-01-01,Elliot Garcia,24598,30026
2025-01-31,Micah Johnson,20326,22905
2025-01-12,Elliot Kim,12825,18263
2025-01-01,Cameron Baker,23655,25256
2025-01-11,Parker Adams,14200,23092
2025-01-20,Kendall Johnson,15301,16545
2025-01-30,Rowan Edwards,24176,30639
2025-01-28,Quinn Edwards,25722,32858
2025-01-17,Payton Baker,14697,20063
2025-01-12,Kai Hughes,17438,18430
2025-01-08,Kai Campbell,15674,21361
2025-01-13,Hayden Adams,18399,25356
2025-01-02,Sam Diaz,14957,23505
2025-01-12,Payton Ingram,17363,24201
2025-01-10,Cameron Ingram,22297,25466
2025-01-25,Sage Foster,14940,15916
2025-01-18,Hayden Garcia,11744,17880
2025-01-11,Taylor Brooks,21476,24203
2025-01-05,Reese Adams,15876,21603
2025-01-09,Harper Lewis,16765,23082
2025-01-27,Rowan Ingram,13492,15488
2025-01-31,Finley Edwards,13441,20067
2025-01-08,Morgan Rivera,36264,37560
2025-01-02,Finley Hughes,14941,21578
2025-01-09,Cameron Lewis,25511,34287
2025-01-12,Morgan Rivera,15889,23795
2025-01-31,Morgan Rivera,15080,23752
2025-01-14,Bailey Foster,16345,20757
2025-01-07,Reese Adams,23961,26402
2025-01-19,Logan Diaz,21499,22558
2025-01-03,Shawn Ingram,,1784
2025-01-08,Carol Williams,15460,21110
2025-01-30,Kai Campbell,15263,21802
2025-01-18,Alex Diaz,20669,28465
2025-01-14,Kai Hughes,21356,26720
2025-01-14,Jesse Campbell,33802,38268
2025-01-01,Bailey Foster,17837,23058
2025-01-05,Jordan Patel,26818,29138
2025-01-07,Logan Diaz,24576,27520
2025-01-30,Cameron Baker,17652,22934
2025-01-26,Finley Baker,25610,34188
2025-01-23,Drew Lewis,14023,16769
2025-01-20,Cameron Baker,16394,23690
2025-01-13,Quinn Foster,13139,15183
2025-01-14,Emerson Johnson,20176,27838
2025-01-12,Quinn Garcia,14232,21805
2025-01-08,Reese Garcia,15151,20203
2025-01-20,Alex Lewis,12869,14858
2025-01-16,Harper Baker,16779,22756
2025-01-22,Logan Hughes,17277,25784
2025-01-09,Jesse Diaz,20806,28765
2025-01-24,Kai Campbell,21609,25004
2025-01-17,Parker Adams,28157,37065
2025-01-02,Quinn Edwards,,3367
2025-01-11,Micah Baker,19211,22537
2025-01-12,Cameron Hughes,23328,31208
2025-01-07,Dakota Adams,26471,35203
2025-01-08,Hayden Ingram,30347,35658
2025-01-14,Reese Adams,15439,18396
2025-01-04,Jesse Hughes,15259,19228
2025-01-19,Cameron Baker,13830,22264
2025-01-16,Micah Baker,19095,22452
2025-01-05,Bailey Johnson,15199,19874
2025-01-11,Sage Adams,13438,21112
2025-01-30,Bailey Johnson,13815,15737
2025-01-01,Bailey Edwards,20593,25047
2025-01-20,Hayden Ingram,24616,31168
2025-01-27,Payton Baker,16551,25503
2025-01-19,Cameron Hughes,23711,30260
2025-01-28,Micah Baker,24895,28296
2025-01-22,Harper Baker,19318,27347
2025-01-31,Quinn Diaz,,8696
2025-01-19,Hayden Campbell,24116,31453
2025-01-15,Emerson Johnson,15766,21029
2025-01-22,Quinn Baker,16798,24086
2025-01-01,Quinn Lewis,14452,23126
2025-01-04,Sage Garcia,15871,19793
2025-01-26,Shawn Kim,27215,31739
2025-01-20,Quinn Lewis,21806,28952
2025-01-19,Harper Ingram,19971,23047
2025-01-06,Skyler Campbell,18552,26660
2025-01-19,Kai Johnson,14720,17440
2025-01-13,Payton Ingram,27925,33686
2025-01-14,Logan Hughes,27235,35469
2025-01-14,Alex Diaz,13762,18765
2025-01-29,Hayden Diaz,13725,16725
2025-01-07,Elliot Campbell,16554,17926
2025-01-17,Elliot Adams,24765,26240
2025-01-06,Sage Lewis,30251,34818
2025-01-10,Taylor Brooks,18116,24961
2025-01-29,Emerson Johnson,16097,24247
2025-01-22,Micah Johnson,19865,28687
2025-01-05,Emerson Johnson,18538,21023
2025-01-10,Reese Adams,24329,25286
2025-01-05,Alex Hughes,15704,17889
2025-01-29,Alex Diaz,11943,14323
2025-01-29,Shawn Edwards,21153,25043
2025-01-07,Alex Campbell,76078,
2025-01-09,Logan Garcia,18876,21626
2025-01-24,Elliot Garcia,20291,21332
2025-01-02,Micah Adams,16083,24104
2025-01-20,Drew Lewis,15586,21277
2025-01-30,Alex Lewis,17046,24007
2025-01-18,Skyler Baker,18436,24529
2025-01-17,Sage Adams,12884,17719
2025-01-02,Drew Ingram,15293,21542
2025-01-16,Logan Campbell,27378,31294
2025-01-18,Quinn Foster,16778,22119
2025-01-08,Alex Lewis,21269,24744
2025-01-25,Payton Adams,14769,21832
2025-01-14,Drew Diaz,17882,26443
2025-01-18,Payton Adams,14962,22069
2025-01-06,Cameron Ingram,16266,17265
2025-01-04,Parker Garcia,21100,27002
2025-01-23,Parker Edwards,20718,23958
2025-01-07,Bailey Garcia,12588,19642
2025-01-30,Quinn Diaz,13454,19659
2025-01-17,Kendall Baker,19326,25985
2025-01-11,Skyler Baker,13917,16989
2025-01-06,Sage Adams,20540,22982
2025-01-13,Drew Diaz,14913,20391
2025-01-19,Elliot Lewis,25957,28127
2025-01-31,Elliot Adams,34180,38255
2025-01-08,Sage Lewis,12865,15031
2025-01-15,Bailey Hughes,25304,30909
2025-01-06,Rowan Ingram,32016,39422
2025-01-12,Parker Edwards,18565,27178
2025-01-30,Micah Adams,14823,19440
2025-01-01,Kendall Baker,15410,20319
2025-01-07,Payton Lewis,19754,26476
2025-01-15,Quinn Campbell,20131,27858
2025-01-25,Bailey Hughes,25821,30520
2025-01-17,Finley Hughes,26993,33639
2025-01-26,Drew Lewis,15615,22227
2025-01-02,Hayden Diaz,19817,22844
2025-01-06,Cameron Hughes,15956,24487
2025-01-25,Hayden Ingram,,2445
2025-01-31,Reese Adams,19669,24543
2025-01-07,Hayden Garcia,22001,24477
2025-01-28,Quinn Diaz,24813,32463
2025-01-05,Payton Ingram,15798,17887
2025-01-05,Morgan Rivera,15971,22732
2025-01-13,Rowan Garcia,23755,28293
2025-01-29,Kendall Baker,12570,15241
2025-01-15,Jamie Martinez,27700,29320
2025-01-11,Hayden Foster,15168,23689
2025-01-09,Elliot Kim,13930,15736
2025-01-03,Bailey Johnson,20158,27526
2025-01-18,Skyler Edwards,14651,17053
2025-01-15,Micah Edwards,81685,
2025-01-07,Dakota Adams,14110,18833
2025-01-08,Emerson Johnson,12146,15405
2025-01-12,Elliot Adams,15681,20096
2025-01-13,Emerson Kim,12870,20030
2025-01-28,Finley Baker,19322,24063
2025-01-30,Shawn Kim,16132,18414
2025-01-25,Jesse Diaz,15558,22562
2025-01-08,Logan Garcia,25883,33692
2025-01-10,Sage Baker,31382,36449
2025-01-03,Quinn Baker,23954,27495
2025-01-04,Sage Lewis,12825,19531
2025-01-17,Quinn Baker,19500,26219
2025-01-08,Sage Foster,16023,24212
2025-01-31,Cameron Lewis,21848,28731
2025-01-21,Jesse Edwards,32699,33634
2025-01-13,Reese Adams,15963,21149
2025-01-04,Quinn Lewis,26350,31881
2025-01-17,Harper Lewis,14137,17896
2025-01-30,Jesse Hughes,14634,18046
2025-01-08,Sage Foster,12854,15427
2025-01-02,Kai Johnson,24440,33274
2025-01-21,Cameron Lewis,14119,21832
2025-01-26,Drew Diaz,14211,17101
2025-01-05,Drew Edwards,15713,21022
2025-01-09,Parker Edwards,16671,18017
2025-01-14,Rowan Edwards,16395,19147
2025-01-10,Sage Adams,12304,16305
2025-01-08,Bailey Johnson,78709,
2025-01-18,Finley Baker,11980,18062
2025-01-17,Alex Lewis,15219,24130
2025-01-22,Micah Lewis,14777,17395
2025-01-03,Skyler Campbell,16263,22070
2025-01-25,Shawn Lewis,12865,17013
2025-01-23,Jesse Edwards,16323,18836
2025-01-03,Bailey Edwards,12861,19942
2025-01-07,Elliot Garcia,29438,38314
2025-01-14,Bailey Campbell,79347,
2025-01-28,Quinn Lewis,14873,18636
2025-01-29,Kai Johnson,11669,17912
2025-01-22,Emerson Foster,22787,27533
2025-01-18,Skyler Baker,15824,17650
2025-01-24,Skyler Edwards,36406,38906
2025-01-12,Sage Foster,14163,15370
2025-01-18,Sam Foster,12827,21514
2025-01-23,Hayden Ingram,21138,25310
2025-01-29,Sage Adams,23591,32308
2025-01-23,Hayden Foster,14340,22898
